,Date,DW
194,2009-03,-1.2604135138352197
195,2009-04,-1.2384245182793485
196,2009-05,-1.029745288071475
197,2009-06,-0.32914826895745497
198,2009-07,-0.7103273266275426
199,2009-08,-0.44284311484494926
200,2009-09,0.9220340107943614
201,2009-10,0.4898011005152012
202,2009-11,0.6141315680995462
203,2009-12,0.3265733005802972
204,2010-01,2.5567810643928586
205,2010-02,2.8094129683229085
206,2010-03,1.7051831575355227
207,2010-04,1.429551150308269
208,2010-05,0.6603224163986949
209,2010-06,0.526154466518452
210,2010-07,-0.6688181036379428
211,2010-08,-1.147906625608768
212,2010-09,-0.4746571720336808
213,2010-10,0.49957551091431085
214,2010-11,0.4369316043844116
215,2010-12,0.8885725818039268
216,2011-01,-0.5158476791067667
217,2011-02,-1.3120647903404004
218,2011-03,0.4214233319542407
219,2011-04,0.3856426714610571
220,2011-05,0.7990585233122792
221,2011-06,-0.04178547683065961
222,2011-07,0.2198343534868984
223,2011-08,0.08092569316773278
224,2011-09,0.5049757193615824
225,2011-10,0.2902167007050565
226,2011-11,-1.4990412541820635
227,2011-12,-2.209864145077467
228,2012-01,-1.4439721700126562
229,2012-02,-0.33138218725088814
230,2012-03,-0.7525503580265979
231,2012-04,1.157784081016693
232,2012-05,0.5236564679301849
233,2012-06,0.1715705736040655
234,2012-07,-0.03232423924889605
235,2012-08,-0.2628391361426543
236,2012-09,-0.6461713818162403
237,2012-10,-0.7447676992557504
238,2012-11,0.5444296072069197
239,2012-12,0.1496106890551528
240,2013-01,-0.9359658713386907
241,2013-02,-1.5246977114527562
242,2013-03,-1.0643137293468496
243,2013-04,-1.0943588158565172
244,2013-05,-1.201430643211262
245,2013-06,-1.0319597899990625
246,2013-07,-1.103658497120192
247,2013-08,-0.6151543115721522
248,2013-09,0.18065747394227036
249,2013-10,-0.6077476621905652
250,2013-11,-1.0759528983786943
251,2013-12,-2.5572915635837865
252,2014-01,-1.7613929896201437
253,2014-02,-0.8087859273314913
254,2014-03,-0.417558471615253
255,2014-04,-0.08085656718680004
256,2014-05,0.6527589206239175
257,2014-06,-0.4917723081357291
258,2014-07,0.2360848052022634
259,2014-08,0.2965908647515766
260,2014-09,0.5172626818407859
261,2014-10,2.1973470452315764
262,2014-11,1.7240192293674639
263,2014-12,2.084321902439442
264,2015-01,1.2928579166761998
265,2015-02,1.710048010434782
266,2015-03,0.6025666012595509
267,2015-04,0.9780672782807587
268,2015-05,0.5298681813067749
269,2015-06,0.12436585318966405
270,2015-07,0.42104168259865243
271,2015-08,0.07749790551375159
272,2015-09,0.08490763800623659
273,2015-10,1.1358899634374349
274,2015-11,-1.0660081013227551
275,2015-12,0.6684879624301571
276,2016-01,2.697239037212749
277,2016-02,2.9194521840482115
278,2016-03,3.252918345297361
279,2016-04,1.7038574739987606
280,2016-05,0.6639932643155922
281,2016-06,0.8625094416754202
282,2016-07,0.8886807657860452
283,2016-08,0.48967382096608775
284,2016-09,0.79599202416355
285,2016-10,1.7293104089011073
286,2016-11,3.2543829022807156
287,2016-12,0.008954674640651871
288,2017-01,0.13458207775698053
289,2017-02,0.6007189606874638
290,2017-03,0.5651863964853945
291,2017-04,1.255929855086125
292,2017-05,0.2260630751998598
293,2017-06,0.6112057750495186
294,2017-07,0.5400726701600804
295,2017-08,0.5179129210223835
296,2017-09,0.326090203331455
297,2017-10,-0.8836298408976802
298,2017-11,0.1380499691699453
299,2017-12,0.1570894271706279
300,2018-01,0.5636108948393233
301,2018-02,-0.974453459161222
302,2018-03,-1.1048147548285119
303,2018-04,-0.2989706398449004
304,2018-05,-0.36471791820930205
305,2018-06,0.024656658804205703
306,2018-07,-0.2892822262971132
307,2018-08,-0.3653232777027943
308,2018-09,-0.5453489983707378
309,2018-10,-0.08841728814697941
310,2018-11,0.6891515231217523
311,2018-12,1.2088462442186718
312,2019-01,0.11652360989120883
313,2019-02,-1.2922649856717046
314,2019-03,-0.6017027617138307
315,2019-04,0.014511113393461308
316,2019-05,-1.1039360479174092
317,2019-06,-1.2086846047186164
318,2019-07,-0.6652078069585753
319,2019-08,-0.7351561704015112
320,2019-09,-0.9506468195670358
321,2019-10,-1.5015782175003152
322,2019-11,-1.5500366623101556
323,2019-12,-0.42793864671227994
324,2020-01,-1.7593963455625483
325,2020-02,-2.0206754098143667
326,2020-03,-2.3754495358567413
327,2020-04,-2.1507996593973453
328,2020-05,-0.4977080389464499
329,2020-06,-0.9376829886146569
330,2020-07,-0.9372231418148568
331,2020-08,-0.40237144945971004
332,2020-09,-0.061107118969735655
333,2020-10,-0.44558938875018056
334,2020-11,-1.9343419425378567
335,2020-12,-0.5103722011509488
336,2021-01,0.34074214034206457
337,2021-02,-0.33498555283334724
338,2021-03,-1.1187542007746787
339,2021-04,-2.0146272705849224
340,2021-05,-0.8365229732454862
341,2021-06,-0.0666890473287608
342,2021-07,-0.1919793415313575
343,2021-08,-0.5759913865710619
344,2021-09,0.26040457170661213
345,2021-10,0.8121948506223882
346,2021-11,1.193758192819852
347,2021-12,-1.16961418012271
348,2022-01,0.07309316918643134
349,2022-02,-0.6312765306575568
350,2022-03,0.8381523560485294
351,2022-04,0.7055058354039634
352,2022-05,0.7965729385056831
353,2022-06,1.3289059928213205
354,2022-07,1.4325274334818445
355,2022-08,1.0860277905616567
356,2022-09,0.982039060387049
357,2022-10,0.28666208565652385
358,2022-11,0.05766876412191484
359,2022-12,0.41917988879829104
360,2023-01,1.6387152028633423
361,2023-02,-0.4214378728937468
362,2023-03,-0.5110682541575274
363,2023-04,0.7127677268877071
364,2023-05,1.2280227745129821
365,2023-06,0.4709298247970037
366,2023-07,0.46607307298467476
367,2023-08,1.0241937328067594
368,2023-09,0.7757934715926946
369,2023-10,1.404768585743083
370,2023-11,0.7290900531422382
371,2023-12,1.218028922955579
372,2024-01,0.9931692021807319
373,2024-02,0.7771019583582923
374,2024-03,-0.17262662423927172
375,2024-04,-1.7097761529700166
376,2024-05,-1.0103240841311192
377,2024-06,-0.4768654767687189
378,2024-07,-0.3332248444766983
379,2024-08,-0.15419506928004267
380,2024-09,0.03680507182290727
