,time,ao,aoNorm,aoInt,aoDInt
83,15-11-79,0.4751,0.457683728,-0.556461696,-0.264468031
84,15-12-79,1.2948,1.264870746,-0.369780618,-0.282093414
85,15-01-80,-2.0657,-2.044330149,-0.356068188,-0.285680174
86,15-02-80,-0.9337,-0.929610491,-0.375516698,-0.306731613
87,15-03-80,-1.4333,-1.421583937,-0.426329007,-0.32301803
88,15-04-80,-0.4191,-0.422866024,-0.365792443,-0.332962483
89,15-05-80,-1.1548,-1.147335329,-0.440033232,-0.346979907
90,15-06-80,0.7215,0.700322353,-0.457405593,-0.364486986
91,15-07-80,-0.6222,-0.622865638,-0.511623443,-0.390905913
92,15-08-80,-0.1852,-0.192536582,-0.470683099,-0.411653725
93,15-09-80,0.3126,0.297664342,-0.44126415,-0.43031308
94,15-10-80,-0.5212,-0.523407435,-0.381999535,-0.429413142
95,15-11-80,-1.361,-1.35038762,-0.532672147,-0.427430679
96,15-12-80,-0.0573,-0.066589016,-0.643627127,-0.450251222
97,15-01-81,-0.1163,-0.124688362,-0.483656978,-0.460883621
98,15-02-81,-0.3316,-0.336701739,-0.434247915,-0.465777889
99,15-03-81,-1.6447,-1.629756849,-0.451595658,-0.467883443
100,15-04-81,0.4304,0.413666088,-0.381884649,-0.46922446
101,15-05-81,0.1796,0.16669463,-0.272382152,-0.455253537
102,15-06-81,-0.4379,-0.441379036,-0.367523935,-0.447763399
103,15-07-81,0.5605,0.54178007,-0.270470126,-0.427667289
104,15-08-81,-0.2441,-0.250537455,-0.275303532,-0.411385659
105,15-09-81,-1.0401,-1.034386261,-0.386307749,-0.406805959
106,15-10-81,-1.1675,-1.159841459,-0.439343917,-0.411584657
107,15-11-81,-0.1877,-0.194998419,-0.343061484,-0.395783769
108,15-12-81,-1.2157,-1.207305671,-0.438121205,-0.378658275
109,15-01-82,-0.8834,-0.880078336,-0.50107037,-0.380109391
110,15-02-82,0.9739,0.948869387,-0.393939443,-0.376750352
111,15-03-82,1.0741,1.047539802,-0.170831388,-0.353353329
112,15-04-82,1.4538,1.42144356,-0.086849932,-0.328767103
113,15-05-82,-0.2087,-0.215677847,-0.118714305,-0.315961449
114,15-06-82,-1.1801,-1.172249116,-0.179620145,-0.3003028
115,15-07-82,0.0048,-0.005436993,-0.225221567,-0.296532087
116,15-08-82,0.3622,0.346507182,-0.175467847,-0.288212446
117,15-09-82,0.5577,0.539022813,-0.044350425,-0.259716002
118,15-10-82,-0.211,-0.217942737,0.034141136,-0.220258915
119,15-11-82,0.6609,0.640647432,0.10377829,-0.183022267
120,15-12-82,0.9672,0.942271664,0.282909734,-0.122936355
121,15-01-83,1.3591,1.328189186,0.466932028,-0.042269489
122,15-02-83,-1.8059,-1.788496079,0.238818239,0.010460318
123,15-03-83,-0.5671,-0.568606757,0.104139359,0.033374547
124,15-04-83,-0.7378,-0.736700967,-0.075706018,0.034303206
125,15-05-83,-0.4409,-0.44433324,-0.094760634,0.036299346
126,15-06-83,0.3125,0.297565869,0.027723948,0.05357802
127,15-07-83,0.1305,0.118344157,0.038039044,0.075516404
128,15-08-83,1.0978,1.070878014,0.09840328,0.098338998
129,15-09-83,0.1669,0.154188499,0.066333753,0.10756268
130,15-10-83,1.3689,1.337839586,0.19598228,0.121049442
131,15-11-83,-0.6879,-0.687562706,0.085298102,0.119509426
132,15-12-83,0.1862,0.173193879,0.021208287,0.097700972
133,15-01-84,0.905,0.881021167,-0.016055715,0.057451994
134,15-02-84,-0.3027,-0.308242907,0.107298716,0.046492033
135,15-03-84,-2.386,-2.359740668,-0.041962443,0.034316883
136,15-04-84,-0.2836,-0.289434475,-0.004690235,0.040234865
137,15-05-84,0.4792,0.46172114,0.070814296,0.054032776
138,15-06-84,0.0073,-0.002975156,0.045769211,0.055536548
139,15-07-84,0.0189,0.008447766,0.036611178,0.055417559
140,15-08-84,0.4657,0.448427222,-0.015259721,0.045945642
141,15-09-84,-0.4128,-0.416662195,-0.062830612,0.035181945
142,15-10-84,-0.2703,-0.276337503,-0.19734537,0.002404641
143,15-11-84,-0.9659,-0.961318947,-0.22015839,-0.023050066
144,15-12-84,0.446,0.429027949,-0.198838884,-0.041387331
145,15-01-85,-2.8057,-2.773033813,-0.503343466,-0.081994643
146,15-02-85,-1.4398,-1.427984713,-0.596655283,-0.140657476
147,15-03-85,0.5514,0.532818984,-0.355608645,-0.16679466
148,15-04-85,0.6524,0.632277187,-0.27879934,-0.189637085
149,15-05-85,-0.4322,-0.435766048,-0.353589939,-0.225004105
150,15-06-85,-0.3466,-0.351472759,-0.382631406,-0.260704156
151,15-07-85,-0.3896,-0.393816351,-0.416153416,-0.298434539
152,15-08-85,-0.0014,-0.011542348,-0.454484213,-0.33503658
153,15-09-85,0.1144,0.102489928,-0.411221536,-0.364069157
154,15-10-85,1.0351,1.009135149,-0.304098815,-0.372965278
155,15-11-85,-1.2175,-1.209078193,-0.324745419,-0.381680863
156,15-12-85,-1.9476,-1.928032984,-0.521167163,-0.408541553
157,15-01-86,-0.5676,-0.569099124,-0.337505939,-0.39472176
