"","original_cor_norm","original_cor_int","original_pval_norm","original_pval_int","cor_coeffs_pair_mean","cor_coeffs_pair_integrated_mean","ci_pair_lower","ci_pair_upper","ci_pair_integrated_lower","ci_pair_integrated_upper","pval_pair","pval_pair_integrated","significant_original","significant_integrated"
"2.5%",0.520105559539302,0.656098750864434,0.00769724250249448,0.000369128480578038,-0.00448933823939426,-0.00573500627518668,-0.447517919858464,0.443765424287214,-0.458937414235263,0.4516197374653,0.0208,0.0017,TRUE,TRUE
