"","original_cor_norm","original_cor_int","original_pval_norm","original_pval_int","cor_coeffs_pair_mean","cor_coeffs_pair_integrated_mean","ci_pair_lower","ci_pair_upper","ci_pair_integrated_lower","ci_pair_integrated_upper","pval_pair","pval_pair_integrated","significant_original","significant_integrated"
"2.5%",0.434833383796771,0.543472915349024,0.0298367384906703,0.0049883423941672,-0.00190558897986943,-0.000160607964640027,-0.44297298043121,0.441635271780633,-0.450605725929081,0.461498415870218,0.0542,0.0165,FALSE,TRUE
