"","original_cor_norm","original_cor_int","original_pval_norm","original_pval_int","cor_coeffs_pair_mean","cor_coeffs_pair_integrated_mean","ci_pair_lower","ci_pair_upper","ci_pair_integrated_lower","ci_pair_integrated_upper","pval_pair","pval_pair_integrated","significant_original","significant_integrated"
"2.5%",0.542652070351868,0.73963407320279,1.01522794870418e-06,1.73959092849506e-13,-0.00299971044884295,0.000888245923808528,-0.423016426081867,0.412868016663446,-0.491326721181586,0.479179726800614,0.0081,3e-04,TRUE,TRUE
