"time","pdo_z"
1958-01-01,1.06558257584758
1958-02-01,1.1605775848741
1958-03-01,0.884228467706047
1958-04-01,0.832413008237037
1958-05-01,1.60964490027218
1958-06-01,1.92053765708624
1958-07-01,0.875592557794545
1958-08-01,1.26420850381212
1958-09-01,1.01376711637857
1958-10-01,0.590607530714992
1958-11-01,0.590607530714992
1958-12-01,1.33329578310413
1959-01-01,1.24693668398912
1959-02-01,0.651058900095503
1959-03-01,0.227899314431923
1959-04-01,0.21062749460892
1959-05-01,0.236535224343425
1959-06-01,0.547427981157484
1959-07-01,-0.0139061630901219
1959-08-01,0.0810888459363959
1959-09-01,-0.10890117211664
1959-10-01,1.1778494046971
1959-11-01,1.54055762098017
1959-12-01,1.22966486416611
1960-01-01,0.556063891068985
1960-02-01,0.875592557794545
1960-03-01,0.547427981157484
1960-04-01,0.53015616133448
1960-05-01,0.651058900095503
1960-06-01,1.38511124257314
1960-07-01,-0.0139061630901219
1960-08-01,0.0810888459363959
1960-09-01,-0.48024529831121
1960-10-01,0.055181116201891
1960-11-01,0.055181116201891
1960-12-01,0.348802053192946
1961-01-01,1.11739803531659
1961-02-01,1.1433057650511
1961-03-01,0.90150028752905
1961-04-01,0.590607530714992
1961-05-01,-0.117537082028141
1961-06-01,-0.255711640612167
1961-07-01,-0.713414865921754
1961-08-01,-0.402522109107695
1961-09-01,-0.808409874948271
1961-10-01,-1.18838991105434
1961-11-01,-0.886133064151786
1961-12-01,-1.14521036149683
1962-01-01,-0.514788937957216
1962-02-01,-0.402522109107695
1962-03-01,-0.566604397426226
1962-04-01,-0.471609388399708
1962-05-01,-0.773866235302265
1962-06-01,-1.12793854167383
1962-07-01,-1.23156946061185
1962-08-01,-0.221168000966161
1962-09-01,-0.920676703797792
1962-10-01,-1.17111809123134
1962-11-01,0.0206374765558845
1962-12-01,0.150176125228409
1963-01-01,0.452432972130966
1963-02-01,0.478340701865471
1963-03-01,0.106996575670901
1963-04-01,0.115632485582402
1963-05-01,-0.739322595656258
1963-06-01,-0.169352541497151
1963-07-01,-0.609783946983734
1963-08-01,-0.523424847868718
1963-09-01,1.28148032363512
1963-10-01,0.642422990184002
1963-11-01,-0.0829934423821349
1963-12-01,0.737417999210519
1964-01-01,0.642422990184002
1964-02-01,0.53015616133448
1964-03-01,-0.264347550523669
1964-04-01,-0.74795850556776
1964-05-01,-1.71518041565594
1964-06-01,-0.393886199196193
1964-07-01,-0.583876217249229
1964-08-01,-1.03294353264731
1964-09-01,-0.817045784859773
1964-10-01,-0.203896181143158
1964-11-01,-0.238439820789164
1964-12-01,-0.186624361320154
1965-01-01,-0.471609388399708
1965-02-01,-0.177988451408653
1965-03-01,0.201991584697419
1965-04-01,0.340166143281445
1965-05-01,-0.221168000966161
1965-06-01,-0.307527100081177
1965-07-01,-0.290255280258174
1965-08-01,0.625151170360998
1965-09-01,1.06558257584758
1965-10-01,0.607879350537995
1965-11-01,0.754689819033523
1965-12-01,0.564699800980487
1966-01-01,-0.229803910877663
1966-02-01,-0.0225420730016236
1966-03-01,-0.514788937957216
1966-04-01,0.0292733864673862
1966-05-01,-0.307527100081177
1966-06-01,0.435161152307962
1966-07-01,0.357437963104448
1966-08-01,0.0983606657593992
1966-09-01,0.0465452062903894
1966-10-01,-0.169352541497151
1966-11-01,-0.264347550523669
1966-12-01,0.167447945051412
1967-01-01,0.141540215316907
1967-02-01,0.132904305405406
1967-03-01,-0.342070739727184
1967-04-01,-0.627055766806737
1967-05-01,-0.981128073178304
1967-06-01,-0.687507136187249
1967-07-01,-0.69614304609875
1967-08-01,-0.989763983089806
1967-09-01,-0.169352541497151
1967-10-01,0.296986593723936
1967-11-01,0.659694810007005
1967-12-01,-0.238439820789164
1968-01-01,-0.212532091054659
1968-02-01,0.184719764874415
1968-03-01,0.417889332484959
1968-04-01,-0.247075730700666
1968-05-01,-0.333434829815682
1968-06-01,0.469704791953969
1968-07-01,0.728782089299018
1968-08-01,0.340166143281445
1968-09-01,0.573335710891988
1968-10-01,0.193355674785917
1968-11-01,0.374709782927451
1968-12-01,0.0983606657593992
1969-01-01,-0.264347550523669
1969-02-01,-0.704778956010252
1969-03-01,-0.69614304609875
1969-04-01,-0.575240307337728
1969-05-01,-0.566604397426226
1969-06-01,1.07421848575908
1969-07-01,0.0292733864673862
1969-08-01,-0.445701658665203
1969-09-01,-0.575240307337728
1969-10-01,1.1692134947856
1969-11-01,0.84968482806004
1969-12-01,1.32465987319263
1970-01-01,1.26420850381212
1970-02-01,1.22102895425461
1970-03-01,1.38511124257314
1970-04-01,0.616515260449497
1970-05-01,-0.419793928930698
1970-06-01,0.245171134254927
1970-07-01,-0.445701658665203
1970-08-01,-1.19702582096584
1970-09-01,-1.10203081193933
1970-10-01,-0.687507136187249
1970-11-01,-0.445701658665203
1970-12-01,-0.437065748753702
1971-01-01,-0.808409874948271
1971-02-01,-0.903404883974789
1971-03-01,-0.989763983089806
1971-04-01,-1.11930263176233
1971-05-01,-1.16248218131984
1971-06-01,-1.25747719034636
1971-07-01,-1.59427767689492
1971-08-01,0.0724529360248943
1971-09-01,0.201991584697419
1971-10-01,0.0465452062903894
1971-11-01,-0.756594415479262
1971-12-01,-1.17975400114284
1972-01-01,-1.4820108480454
1972-02-01,-1.33520037954987
1972-03-01,-0.972492163266802
1972-04-01,-1.11930263176233
1972-05-01,-1.5165544876914
1972-06-01,-1.24020537052335
1972-07-01,-0.929312613709294
1972-08-01,0.253807044166428
1972-09-01,0.176083854962914
1972-10-01,0.158812035139911
1972-11-01,0.305622503635438
1972-12-01,0.0292733864673862
1973-01-01,0.219263404520422
1973-02-01,-0.126172991939643
1973-03-01,-0.411158019019197
1973-04-01,-0.817045784859773
1973-05-01,-1.02430762273581
1973-06-01,-0.894768974063288
1973-07-01,-0.860225334417281
1973-08-01,-0.998399893001307
1973-09-01,-0.557968487514724
1973-10-01,-0.825681694771275
1973-11-01,-0.877497154240284
1973-12-01,-0.419793928930698
1974-01-01,-0.393886199196193
1974-02-01,-0.842953514594278
1974-03-01,-0.69614304609875
1974-04-01,-0.186624361320154
1974-05-01,-0.272983460435171
1974-06-01,0.0292733864673862
1974-07-01,0.36607387301595
1974-08-01,0.115632485582402
1974-09-01,0.961951656909562
1974-10-01,0.512884341511477
1974-11-01,0.875592557794545
1974-12-01,0.58197162080349
1975-01-01,-0.212532091054659
1975-02-01,-0.454337568576705
1975-03-01,-0.575240307337728
1975-04-01,-1.19702582096584
1975-05-01,-1.44746720839939
1975-06-01,-1.04157944255882
1975-07-01,-0.37661437937319
1975-08-01,-0.998399893001307
1975-09-01,-1.03294353264731
1975-10-01,-1.02430762273581
1975-11-01,-1.14521036149683
1975-12-01,-0.937948523620796
1976-01-01,-0.583876217249229
1976-02-01,-0.523424847868718
1976-03-01,-0.782502145213766
1976-04-01,-0.842953514594278
1976-05-01,-0.713414865921754
1976-06-01,-0.739322595656258
1976-07-01,0.590607530714992
1976-08-01,1.1864853146086
1976-09-01,0.84968482806004
1976-10-01,1.31602396328113
1976-11-01,1.49737807142266
1976-12-01,1.38511124257314
1977-01-01,1.41965488221915
1977-02-01,1.65282444982969
1977-03-01,0.884228467706047
1977-04-01,0.132904305405406
1977-05-01,-0.0570857126476301
1977-06-01,0.374709782927451
1977-07-01,0.296986593723936
1977-08-01,0.271078863989432
1977-09-01,-0.203896181143158
1977-10-01,-0.37661437937319
1977-11-01,-0.0398138928246268
1977-12-01,0.296986593723936
1978-01-01,0.84968482806004
1978-02-01,1.02240302629007
1978-03-01,1.32465987319263
1978-04-01,1.23830077407761
1978-05-01,1.01376711637857
1978-06-01,0.6337870802725
1978-07-01,-1.05021535247032
1978-08-01,-0.437065748753702
1978-09-01,-0.32479891990418
1978-10-01,0.409253422573458
1978-11-01,0.340166143281445
1978-12-01,-0.0916293522936366
1979-01-01,0.0206374765558845
1979-02-01,-0.765230325390763
1979-03-01,-0.238439820789164
1979-04-01,0.245171134254927
1979-05-01,0.841048918148539
1979-06-01,0.538792071245982
1979-07-01,0.607879350537995
1979-08-01,0.391981602750454
1979-09-01,1.10876212540509
1979-10-01,1.29875214345812
1979-11-01,0.84968482806004
1979-12-01,0.400617512661956
1980-01-01,0.400617512661956
1980-02-01,0.84968482806004
1980-03-01,0.884228467706047
1980-04-01,1.02240302629007
1980-05-01,0.90150028752905
1980-06-01,-0.272983460435171
1980-07-01,0.167447945051412
1980-08-01,0.417889332484959
1980-09-01,0.236535224343425
1980-10-01,1.20375713443161
1980-11-01,0.961951656909562
1980-12-01,0.607879350537995
1981-01-01,1.36783942275014
1981-02-01,1.41965488221915
1981-03-01,1.40238306239614
1981-04-01,1.27284441372362
1981-05-01,1.46283443177666
1981-06-01,1.92053765708624
1981-07-01,1.05694666593608
1981-08-01,0.305622503635438
1981-09-01,0.720146179387516
1981-10-01,0.271078863989432
1981-11-01,0.815141188414034
1981-12-01,0.858320737971542
1982-01-01,0.443797062219464
1982-02-01,0.184719764874415
1982-03-01,0.0292733864673862
1982-04-01,-0.255711640612167
1982-05-01,-0.69614304609875
1982-06-01,-0.506153028045714
1982-07-01,0.452432972130966
1982-08-01,0.279714773900933
1982-09-01,0.789233458679529
1982-10-01,0.478340701865471
1982-11-01,-0.169352541497151
1982-12-01,0.486976611776972
1983-01-01,0.694238449653011
1983-02-01,1.1864853146086
1983-03-01,1.84281446788273
1983-04-01,1.43692670204215
1983-05-01,1.22102895425461
1983-06-01,1.98962493637825
1983-07-01,2.48187180133385
1983-08-01,1.36783942275014
1983-09-01,0.754689819033523
1983-10-01,0.936043927175057
1983-11-01,1.37647533266164
1983-12-01,1.83417855797123
1984-01-01,1.57510126062618
1984-02-01,1.41101897230765
1984-03-01,1.6960039993872
1984-04-01,1.21239304434311
1984-05-01,1.10012621549359
1984-06-01,0.236535224343425
1984-07-01,0.0465452062903894
1984-08-01,0.357437963104448
1984-09-01,0.504248431599975
1984-10-01,0.720146179387516
1984-11-01,0.815141188414034
1984-12-01,0.763325728945024
1985-01-01,1.10012621549359
1985-02-01,0.763325728945024
1985-03-01,0.055181116201891
1985-04-01,-0.100265262205138
1985-05-01,-0.402522109107695
1985-06-01,0.383345692838953
1985-07-01,0.797869368591031
1985-08-01,0.512884341511477
1985-09-01,0.461068882042467
1985-10-01,0.469704791953969
1985-11-01,-0.212532091054659
1985-12-01,0.6337870802725
1986-01-01,1.24693668398912
1986-02-01,1.61828081018368
1986-03-01,1.79963491832522
1986-04-01,1.39374715248464
1986-05-01,1.08285439567058
1986-06-01,0.884228467706047
1986-07-01,1.25557259390062
1986-08-01,0.184719764874415
1986-09-01,0.322894323458441
1986-10-01,1.21239304434311
1986-11-01,1.79963491832522
1986-12-01,1.82554264805972
1987-01-01,1.61828081018368
1987-02-01,1.60964490027218
1987-03-01,1.51464989124567
1987-04-01,1.54055762098017
1987-05-01,1.05694666593608
1987-06-01,0.391981602750454
1987-07-01,1.54055762098017
1987-08-01,1.85145037779423
1987-09-01,1.59237308044918
1987-10-01,0.936043927175057
1987-11-01,1.1519416749626
1987-12-01,1.1605775848741
1988-01-01,0.547427981157484
1988-02-01,0.754689819033523
1988-03-01,0.771961638856526
1988-04-01,0.642422990184002
1988-05-01,0.668330719918506
1988-06-01,0.53015616133448
1988-07-01,0.219263404520422
1988-08-01,-0.411158019019197
1988-09-01,-0.497517118134213
1988-10-01,0.0379092963788878
1988-11-01,0.296986593723936
1988-12-01,0.227899314431923
1989-01-01,-0.722050775833255
1989-02-01,-0.903404883974789
1989-03-01,-0.722050775833255
1989-04-01,0.0724529360248943
1989-05-01,0.271078863989432
1989-06-01,0.443797062219464
1989-07-01,0.832413008237037
1989-08-01,-0.0311779829131252
1989-09-01,-0.143444811762646
1989-10-01,-0.0916293522936366
1989-11-01,-0.307527100081177
1989-12-01,0.26244295407793
1990-01-01,-0.0139061630901219
1990-02-01,-0.756594415479262
1990-03-01,-0.722050775833255
1990-04-01,0.219263404520422
1990-05-01,0.0724529360248943
1990-06-01,0.132904305405406
1990-07-01,0.0810888459363959
1990-08-01,-0.0225420730016236
1990-09-01,0.124268395493904
1990-10-01,-0.652963496541242
1990-11-01,-1.27474901016936
1990-12-01,-1.56836994716041
1991-01-01,-1.20566173087735
1991-02-01,-0.592512127160731
1991-03-01,-0.609783946983734
1991-04-01,-1.05885126238182
1991-05-01,-1.07612308220482
1991-06-01,-1.59427767689492
1991-07-01,-1.00703580291281
1991-08-01,-0.152080721674148
1991-09-01,0.668330719918506
1991-10-01,0.702874359564513
1991-11-01,0.832413008237037
1991-12-01,0.167447945051412
1992-01-01,0.417889332484959
1992-02-01,0.495612521688474
1992-03-01,0.452432972130966
1992-04-01,0.823777098325536
1992-05-01,1.43692670204215
1992-06-01,1.40238306239614
1992-07-01,1.64418853991819
1992-08-01,1.08285439567058
1992-09-01,0.737417999210519
1992-10-01,1.45419852186515
1992-11-01,1.48010625159966
1992-12-01,0.6337870802725
1993-01-01,0.106996575670901
1993-02-01,0.36607387301595
1993-03-01,0.556063891068985
1993-04-01,1.21239304434311
1993-05-01,1.89462992735174
1993-06-01,2.11916358505078
1993-07-01,1.62691672009519
1993-08-01,2.04144039584726
1993-09-01,1.34193169301563
1993-10-01,1.48010625159966
1993-11-01,1.32465987319263
1993-12-01,0.927408017263555
1994-01-01,1.08285439567058
1994-02-01,0.6337870802725
1994-03-01,0.58197162080349
1994-04-01,0.771961638856526
1994-05-01,0.823777098325536
1994-06-01,0.435161152307962
1994-07-01,-0.437065748753702
1994-08-01,-0.411158019019197
1994-09-01,-0.955220343443799
1994-10-01,-0.566604397426226
1994-11-01,-1.31792855972687
1994-12-01,-1.56836994716041
1995-01-01,-0.393886199196193
1995-02-01,0.36607387301595
1995-03-01,0.746053909122021
1995-04-01,0.771961638856526
1995-05-01,1.11739803531659
1995-06-01,1.23830077407761
1995-07-01,1.21239304434311
1995-08-01,0.253807044166428
1995-09-01,1.40238306239614
1995-10-01,0.90150028752905
1995-11-01,0.391981602750454
1995-12-01,0.728782089299018
1996-01-01,1.22102895425461
1996-02-01,1.22102895425461
1996-03-01,1.08285439567058
1996-04-01,1.53192171106867
1996-05-01,2.18825086434279
1996-06-01,1.29875214345812
1996-07-01,0.841048918148539
1996-08-01,-0.221168000966161
1996-09-01,0.409253422573458
1996-10-01,0.694238449653011
1996-11-01,0.676966629830008
1996-12-01,0.322894323458441
1997-01-01,0.728782089299018
1997-02-01,0.599243440626493
1997-03-01,0.68560253974151
1997-04-01,0.979223476732565
1997-05-01,1.7219117291217
1997-06-01,2.55095908062586
1997-07-01,1.63555263000669
1997-08-01,2.30915360310381
1997-09-01,1.90326583726324
1997-10-01,1.88599401744024
1997-11-01,1.62691672009519
1997-12-01,1.20375713443161
1998-01-01,1.25557259390062
1998-02-01,1.66146035974119
1998-03-01,1.46283443177666
1998-04-01,0.374709782927451
1998-05-01,-0.367978469461688
1998-06-01,-0.32479891990418
1998-07-01,-0.652963496541242
1998-08-01,-0.402522109107695
1998-09-01,-1.11930263176233
1998-10-01,-1.57700585707192
1998-11-01,-0.488881208222711
1998-12-01,-0.592512127160731
1999-01-01,-0.32479891990418
1999-02-01,-0.566604397426226
1999-03-01,-0.670235316364245
1999-04-01,-1.24884128043485
1999-05-01,-1.65472904627543
1999-06-01,-1.67200086609843
1999-07-01,-1.26611310025786
1999-08-01,-1.24020537052335
1999-09-01,-1.58564176698342
1999-10-01,-1.84471906432847
1999-11-01,-1.53382630751441
1999-12-01,-1.30929264981537
2000-01-01,-1.55109812733741
2000-02-01,-0.756594415479262
2000-03-01,-0.221168000966161
2000-04-01,-0.195260271231656
2000-05-01,-0.350706649638685
2000-06-01,-0.203896181143158
2000-07-01,-0.955220343443799
2000-08-01,-1.10203081193933
2000-09-01,-0.903404883974789
2000-10-01,-1.04157944255882
2000-11-01,-0.549332577603223
2000-12-01,0.348802053192946
2001-01-01,0.763325728945024
2001-02-01,0.340166143281445
2001-03-01,-0.00527025317862032
2001-04-01,-0.670235316364245
2001-05-01,-0.618419856895236
2001-06-01,-0.704778956010252
2001-07-01,-1.55973403724891
2001-08-01,-1.10203081193933
2001-09-01,-1.36110810928438
2001-10-01,-1.30065673990386
2001-11-01,-0.730686685744757
2001-12-01,-0.618419856895236
2002-01-01,-0.0139061630901219
2002-02-01,-0.955220343443799
2002-03-01,-0.74795850556776
2002-04-01,-0.713414865921754
2002-05-01,-0.773866235302265
2002-06-01,-0.670235316364245
2002-07-01,-0.264347550523669
2002-08-01,0.443797062219464
2002-09-01,0.167447945051412
2002-10-01,0.176083854962914
2002-11-01,1.28148032363512
2002-12-01,1.7046399092987
2003-01-01,1.60100899036068
2003-02-01,1.41101897230765
2003-03-01,1.22102895425461
2003-04-01,0.659694810007005
2003-05-01,0.53015616133448
2003-06-01,-0.0139061630901219
2003-07-01,0.668330719918506
2003-08-01,0.892864377617548
2003-09-01,0.201991584697419
2003-10-01,0.987859386644066
2003-11-01,0.150176125228409
2003-12-01,-0.169352541497151
2004-01-01,-0.126172991939643
2004-02-01,0.167447945051412
2004-03-01,0.219263404520422
2004-04-01,0.348802053192946
2004-05-01,0.875592557794545
2004-06-01,0.253807044166428
2004-07-01,0.383345692838953
2004-08-01,0.556063891068985
2004-09-01,0.36607387301595
2004-10-01,-0.272983460435171
2004-11-01,-0.704778956010252
2004-12-01,-0.203896181143158
2005-01-01,0.219263404520422
2005-02-01,0.340166143281445
2005-03-01,0.95331574699806
2005-04-01,0.590607530714992
2005-05-01,1.52328580115717
2005-06-01,1.08285439567058
2005-07-01,0.443797062219464
2005-08-01,-0.0139061630901219
2005-09-01,-0.506153028045714
2005-10-01,-1.37837992910738
2005-11-01,-1.28338492008086
2005-12-01,0.26244295407793
2006-01-01,0.815141188414034
2006-02-01,0.676966629830008
2006-03-01,-0.290255280258174
2006-04-01,-0.117537082028141
2006-05-01,0.0292733864673862
2006-06-01,0.53015616133448
2006-07-01,0.68560253974151
2006-08-01,-0.385250289284692
2006-09-01,-0.981128073178304
2006-10-01,-0.0484498027361285
2006-11-01,-0.350706649638685
2006-12-01,-0.0139061630901219
2007-01-01,-0.247075730700666
2007-02-01,-0.264347550523669
2007-03-01,-0.601148037072232
2007-04-01,-0.0484498027361285
2007-05-01,0.0983606657593992
2007-06-01,0.288350683812435
2007-07-01,0.720146179387516
2007-08-01,0.426525242396461
2007-09-01,-0.488881208222711
2007-10-01,-1.66336495618693
2007-11-01,-0.912040793886291
2007-12-01,-0.402522109107695
2008-01-01,-0.946584433532297
2008-02-01,-0.912040793886291
2008-03-01,-0.739322595656258
2008-04-01,-1.19702582096584
2008-05-01,-1.05021535247032
2008-06-01,-1.24884128043485
2008-07-01,-1.34383628946137
2008-08-01,-1.24884128043485
2008-09-01,-1.26611310025786
2008-10-01,-1.29202082999236
2008-11-01,-1.02430762273581
2008-12-01,-0.782502145213766
2009-01-01,-1.21429764078885
2009-02-01,-1.18838991105434
2009-03-01,-1.43019538857639
2009-04-01,-1.57700585707192
2009-05-01,-0.791138055125268
2009-06-01,-0.281619370346672
2009-07-01,-0.264347550523669
2009-08-01,-0.0743575324706333
2009-09-01,0.6337870802725
2009-10-01,0.236535224343425
2009-11-01,-0.462973478488206
2009-12-01,-0.0916293522936366
2010-01-01,0.391981602750454
2010-02-01,0.564699800980487
2010-03-01,0.21062749460892
2010-04-01,0.31425841354694
2010-05-01,0.193355674785917
2010-06-01,-0.333434829815682
2010-07-01,-1.36974401919588
2010-08-01,-1.55973403724891
2010-09-01,-1.76699587512495
2010-10-01,-1.03294353264731
2010-11-01,-1.00703580291281
2010-12-01,-1.41292356875338
2011-01-01,-1.20566173087735
2011-02-01,-0.912040793886291
2011-03-01,-0.756594415479262
2011-04-01,-0.532060757780219
2011-05-01,-0.221168000966161
2011-06-01,-0.583876217249229
2011-07-01,-1.63745722645243
2011-08-01,-1.69790859583294
2011-09-01,-1.81017542468246
2011-10-01,-1.30929264981537
2011-11-01,-2.19879137070003
2011-12-01,-1.72381632556744
2012-01-01,-1.24884128043485
2012-02-01,-0.817045784859773
2012-03-01,-1.08475899211632
2012-04-01,-0.523424847868718
2012-05-01,-1.4820108480454
2012-06-01,-1.05885126238182
2012-07-01,-1.72381632556744
2012-08-01,-1.89653452379748
2012-09-01,-2.23333501034604
2012-10-01,-0.704778956010252
2012-11-01,-0.221168000966161
2012-12-01,-0.782502145213766
2013-01-01,-0.601148037072232
2013-02-01,-0.877497154240284
2013-03-01,-0.929312613709294
2013-04-01,-0.272983460435171
2013-05-01,0.00336565673288127
2013-06-01,-0.678871226275747
2013-07-01,-0.808409874948271
2013-08-01,-0.998399893001307
2013-09-01,-0.514788937957216
2013-10-01,-1.07612308220482
2013-11-01,-0.592512127160731
2013-12-01,-0.549332577603223
2014-01-01,-0.143444811762646
2014-02-01,-0.0139061630901219
2014-03-01,0.607879350537995
2014-04-01,0.659694810007005
2014-05-01,1.44556261195365
2014-06-01,0.106996575670901
2014-07-01,0.564699800980487
2014-08-01,0.642422990184002
2014-09-01,1.00513120646707
2014-10-01,1.58373717053768
2014-11-01,1.51464989124567
2014-12-01,1.95508129673225
2015-01-01,1.65282444982969
2015-02-01,1.66146035974119
2015-03-01,1.49737807142266
2015-04-01,1.12603394522809
2015-05-01,0.625151170360998
2015-06-01,1.05694666593608
2015-07-01,1.56646535071468
2015-08-01,1.19512122452011
2015-09-01,1.1864853146086
2015-10-01,1.07421848575908
