"","original_cor_norm","original_cor_int","original_pval_norm","original_pval_int","cor_coeffs_pair_mean","cor_coeffs_pair_integrated_mean","ci_pair_lower","ci_pair_upper","ci_pair_integrated_lower","ci_pair_integrated_upper","pval_pair","pval_pair_integrated","significant_original","significant_integrated"
"2.5%",0.542652070351868,0.729889362226439,1.01522794870418e-06,5.15575503731307e-13,0.00149815253441874,0.00104901995700446,-0.250350620729644,0.262727636483943,-0.357722860462116,0.364970728038522,0,0,TRUE,TRUE
