"","time","mei","meiNorm","meiInt","meiDInt"
"199",1995-07-01,-0.29,-0.240294120281596,0.547884296013648,0.655106359626998
"200",1995-08-01,-0.7,-0.658381807479968,0.390341490748251,0.639116043030776
"201",1995-09-01,-0.94,-0.903116063400967,0.200809560192278,0.598715170811531
"202",1995-10-01,-0.74,-0.699170850133468,0.0209236860456596,0.535078499272262
"203",1995-11-01,-0.77,-0.729762632123593,-0.123255107347951,0.456144143334381
"204",1995-12-01,-0.9,-0.862327020747467,-0.268382151797059,0.36221598254403
"205",1996-01-01,-0.85,-0.811340717430593,-0.394611671566492,0.255939328676493
"206",1996-02-01,-0.8,-0.760354414113718,-0.492061729433804,0.142575569240848
"207",1996-03-01,-0.66,-0.617592764826469,-0.546511378650015,0.0302779237218631
"208",1996-04-01,-0.76,-0.719565371460218,-0.607116576748738,-0.081180439151887
"209",1996-05-01,-0.85,-0.811340717430593,-0.67513091361928,-0.192745716451346
"210",1996-06-01,-0.91,-0.872524281410842,-0.738824872272368,-0.302464568741628
"211",1996-07-01,-0.83,-0.790946196103843,-0.772593963505612,-0.402846665109976
"212",1996-08-01,-0.64,-0.597198243499719,-0.759294447704172,-0.487350511372631
"213",1996-09-01,-0.31,-0.260688641608346,-0.695166572066409,-0.549326825914008
"214",1996-10-01,-0.37,-0.321872205588595,-0.653012149782286,-0.59293886977196
"215",1996-11-01,-0.34,-0.29128042359847,-0.608038094798102,-0.620988541516076
"216",1996-12-01,-0.47,-0.423844812222345,-0.573095777877392,-0.635374013122476
"217",1997-01-01,-0.65,-0.607395504163094,-0.563585284444955,-0.640811172848888
"218",1997-02-01,-0.72,-0.678776328806718,-0.565497310216982,-0.640689626134839
"219",1997-03-01,-0.3,-0.250491380944971,-0.527293750159871,-0.633262190767237
"220",1997-04-01,0.15,0.208385348906902,-0.434008492505725,-0.612382627047159
"221",1997-05-01,0.71,0.779431946055899,-0.276876110032016,-0.571266755935544
"222",1997-06-01,2.34,2.44158543418602,0.061539911453311,-0.490868504559163
"223",1997-07-01,2.26,2.36000734887902,0.367022462033907,-0.378892635026954
"224",1997-08-01,2.26,2.36000734887902,0.644828420284465,-0.242641411881917
"225",1997-09-01,2.2,2.29882378489877,0.88154021054782,-0.0909074739486173
"226",1997-10-01,2.06,2.15606213561152,1.09218179552504,0.0734697163118273
"227",1997-11-01,2.14,2.23764022091852,1.29865455483201,0.249457923975318
"228",1997-12-01,2.11,2.20704843892839,1.49737439083356,0.435774892000578
"229",1998-01-01,2.3,2.40079639153252,1.7172242962693,0.635989514846654
"230",1998-02-01,2.45,2.55375530148314,1.94614472035425,0.850999093813615
"231",1998-03-01,2.27,2.37020460954239,2.11667582574682,1.06997110106728
"232",1998-04-01,2.61,2.71691147209714,2.29099443873948,1.29123791950604
"233",1998-05-01,2.33,2.43138817352264,2.39142768312782,1.50240317313153
"234",1998-06-01,0.42,0.483711386818026,2.17457525843891,1.65864812700827
"235",1998-07-01,-1.53,-1.50475444254009,1.75167008771514,1.74148303288587
"236",1998-08-01,-1.82,-1.80047500177796,1.31883545930376,1.75558939050063
"237",1998-09-01,-1.4,-1.37219005391621,0.961420735182575,1.71546120501722
"238",1998-10-01,-1.29,-1.26002018661909,0.644962195173738,1.63026510120782
"239",1998-11-01,-1.34,-1.31100648993597,0.335643774808342,1.50340297793632
"240",1998-12-01,-1.29,-1.26002018661909,0.0513872703320184,1.34068923792974
"241",1999-01-01,-1.28,-1.24982292595572,-0.226927327982753,1.14331241982622
"242",1999-02-01,-1.2,-1.16824484064872,-0.48927980343119,0.914450836130679
"243",1999-03-01,-1.15,-1.11725853733184,-0.719778037392145,0.664056223534123
"244",1999-04-01,-1.16,-1.12745579799522,-0.958204345704187,0.390897293794237
"245",1999-05-01,-1.33,-1.30080922927259,-1.18653342344011,0.102018035913346
"246",1999-06-01,-1.26,-1.22942840462897,-1.28504370632793,-0.169871732418327
"247",1999-07-01,-1.18,-1.14785031932197,-1.25734568700698,-0.399511933639111
"248",1999-08-01,-1.03,-0.994891409371342,-1.19740712804035,-0.585502195245469
"249",1999-09-01,-1.16,-1.12745579799522,-1.17972832165934,-0.73917357519042
"250",1999-10-01,-1.33,-1.30080922927259,-1.18881478142462,-0.867351704679066
"251",1999-11-01,-1.33,-1.30080922927259,-1.19453502577823,-0.971721633584104
"252",1999-12-01,-1.43,-1.40278183590634,-1.21424304629895,-1.05639960767002
"253",2000-01-01,-1.25,-1.21923114396559,-1.21280400662724,-1.12060082832813
"254",2000-02-01,-1.26,-1.22942840462897,-1.21718138619832,-1.1669851723877
"255",2000-03-01,-1.37,-1.34159827192609,-1.23673692245521,-1.19985359557628
"256",2000-04-01,-0.9,-0.862327020747467,-1.20081092655992,-1.21350558426916
"257",2000-05-01,-0.93,-0.892918802737592,-1.16066114583992,-1.20908615283435
"258",2000-06-01,-1.18,-1.14785031932197,-1.15536751823069,-1.19879465011442
"259",2000-07-01,-0.61,-0.566606461509594,-1.08971668037508,-1.18327460361326
"260",2000-08-01,-0.08,-0.0261516463507217,-0.975563292045959,-1.15915038031623
"261",2000-09-01,-0.35,-0.301477684261845,-0.891253368009999,-1.12787610947758
"262",2000-10-01,-0.52,-0.474831115539219,-0.82152124454308,-1.09004912137074
"263",2000-11-01,-0.86,-0.821537978093968,-0.794632136902402,-1.05097440987456
"264",2000-12-01,-0.79,-0.750157153450343,-0.755547866944669,-1.00864038395883
"265",2001-01-01,-0.83,-0.790946196103843,-0.733512862631105,-0.966255713684316
"266",2001-02-01,-0.86,-0.821537978093968,-0.715570568388042,-0.923959257339459
"267",2001-03-01,-0.78,-0.739959892786968,-0.683239924066516,-0.87947667997975
"268",2001-04-01,-0.55,-0.505422897529344,-0.653256330573934,-0.836088545008859
"269",2001-05-01,-0.51,-0.464633854875844,-0.618688296796873,-0.793537533507282
"270",2001-06-01,-0.73,-0.688973589470093,-0.59688904031245,-0.751176315665954
"271",2001-07-01,0.04,0.0962154816097777,-0.520878785961067,-0.706378542029598
"272",2001-08-01,0.38,0.442922344164526,-0.440465466996132,-0.66142560504652
"273",2001-09-01,-0.06,-0.00575712502397183,-0.39943050481335,-0.619076662431023
"274",2001-10-01,-0.22,-0.168913295637971,-0.369318088640008,-0.579672517294022
"275",2001-11-01,-0.28,-0.230096859618221,-0.32826030223878,-0.539338395388739
"276",2001-12-01,0.06,0.116610002936528,-0.254615985941474,-0.495226379102349
"277",2002-01-01,0.09,0.147201784926652,-0.17930401711102,-0.446321178140569
"278",2002-02-01,-0.26,-0.209702338291471,-0.146593073711817,-0.397448877081123
"279",2002-03-01,-0.2,-0.148518774311221,-0.113575413239434,-0.349643804994255
"280",2002-04-01,-0.36,-0.31167494492522,-0.113819420753061,-0.306172325509428
"281",2002-05-01,-0.14,-0.0873352103309714,-0.0911936930732866,-0.264568287486949
"282",2002-06-01,0.34,0.402133301511026,-0.00230990061294776,-0.216501296760472
"283",2002-07-01,0.44,0.504105908144776,0.0489440953015896,-0.169677995096319
"284",2002-08-01,1.01,1.08534976595715,0.143160638674571,-0.119368164187053
"285",2002-09-01,0.88,0.952785377333273,0.24249498284924,-0.0629760518320543
"286",2002-10-01,0.84,0.911996334679773,0.340753114984208,-0.000453624192573965
"287",2002-11-01,0.84,0.911996334679773,0.437029870944226,0.0671333050258677
"288",2002-12-01,0.91,0.983377159323398,0.5163718005432,0.135645171223265
"289",2003-01-01,0.82,0.891601813353024,0.579299933331477,0.20321739876525
"290",2003-02-01,0.63,0.6978538607489,0.637027618144443,0.271708553967054
"291",2003-03-01,0.53,0.59588125411515,0.676415545945668,0.338621360863055
"292",2003-04-01,-0.11,-0.0567434283408466,0.649599741679661,0.398866404847119
"293",2003-05-01,-0.61,-0.566606461509594,0.554594689588327,0.443778905772746
"294",2003-06-01,-0.1,-0.0465461676774716,0.495701722915938,0.474629204505183
"295",2003-07-01,0.01,0.0656236996196528,0.447012147306676,0.49539587221611
"296",2003-08-01,0.05,0.106412742273153,0.372959424777125,0.501421074175032
"297",2003-09-01,0.18,0.238977130897027,0.325331171427389,0.496182148623195
"298",2003-10-01,0.28,0.340949737530776,0.294152595982801,0.482225468345673
"299",2003-11-01,0.3,0.361344258857526,0.266985718647144,0.460575380304123
"300",2003-12-01,0.14,0.198188088243527,0.219037052494502,0.430319352700773
"301",2004-01-01,0.19,0.249174391560402,0.1846236568087,0.394327631301873
"302",2004-02-01,-0.05,0.00444013563940311,0.135476157737866,0.351548304043265
"303",2004-03-01,-0.43,-0.383055769568845,0.0515131806218771,0.299691434873894
"304",2004-04-01,-0.23,-0.179110556301346,0.0316788605691748,0.249977655600466
"305",2004-05-01,-0.46,-0.41364755155897,0.0152113052200312,0.206574847395509
"306",2004-06-01,-0.39,-0.342266726915345,-0.0214794163758918,0.164752653537686
"307",2004-07-01,0.46,0.524500429471525,0.034913270653437,0.134374053990754
"308",2004-08-01,0.77,0.840615510036149,0.121408809379152,0.119543088753718
"309",2004-09-01,0.59,0.6570648180954,0.175036076767679,0.114235733591145
"310",2004-10-01,0.4,0.463316865491276,0.198116587783432,0.11357224569186
"311",2004-11-01,0.56,0.626473036105275,0.2371167199347,0.1188543648077
"312",2004-12-01,0.48,0.544894950798275,0.273868408133555,0.130649941690141
"313",2005-01-01,0.09,0.147201784926652,0.26101379076115,0.142277495328883
"314",2005-02-01,0.61,0.67745933942215,0.322278342747063,0.162912653677965
"315",2005-03-01,0.83,0.901799074016398,0.426698545945998,0.198700243612067
"316",2005-04-01,0.14,0.198188088243527,0.435041594491623,0.234570579474086
"317",2005-05-01,0.19,0.249174391560402,0.461767464434658,0.272323923167131
"318",2005-06-01,0.2,0.259371652223777,0.484164229477031,0.312573437696358
"319",2005-07-01,0,0.0554264389562779,0.433834876377398,0.341733754670691
"320",2005-08-01,0.01,0.0656236996196528,0.369678031775201,0.357234927046289
"321",2005-09-01,-0.02,0.035031917629528,0.315932503469008,0.362830045400802
"322",2005-10-01,-0.66,-0.617592764826469,0.202853568028198,0.354115781621086
"323",2005-11-01,-0.7,-0.658381807479968,0.0822592687392241,0.330137632409602
"324",2005-12-01,-0.7,-0.658381807479968,-0.0268856009789685,0.29320550999048
"325",2006-01-01,-0.64,-0.597198243499719,-0.100778235589277,0.250727587478081
